id,dna
2243,32940318666085114620601994458888879996900757121276706370315305064518775367091
2244,64277275373930670853953048202902901711559899427671652701408245279525430462017
2245,87110836049908959353571946462140030928679939495070515932236737746814739662416
2246,76997403455776370227514741267128835707045351767056072155619792481621566585145
2247,45605636184589952012503822984685806344447582334014912456794622544496664988154
2248,73410478127529950344285575325079553095423564562226064831511422955368911099783
2249,67028166384178421369885838860451942497026629271264707834728917739709898138297
2250,2506568890410724054348664456521911734911056098695610397997568819340276249227
2251,90963506112257663362890968707623729926702372110428647865950628384620422616213
2252,92563569436377471641788988258973482217639368010565262151817831895952379828031
2253,24657412047124253988655893258084782509510211277079510292219614704085354407493
2254,39353423100644594647720989002466575848889163627733306296161199216253953821382
2255,10887748409115344323511260790576268935077809139978899205021944255294216622555
2256,2232749643888650808641339320405109001055781949030539081934917910107085244483
2257,48949194768275063554220892761547436035488336889313368466640747521867564584374
2258,48517878647945536652392764787302900035699349441139376923907066966559640983957
2259,39202747350877852225067737393719520669657228332951912672800356782382625231637
2260,55807410531297861462428018475674604500087102737878131061649696187640283096496
2261,44159478944186521858384143856916209063860492732146495824314192971405743750207
2262,100019930069325239206954441683520989020851957237806121408694536831511689277003
2263,31127174711200026365596935030022806204200014579097338533609414060529764477386
2264,14861846997894856356837126780655206659044410129472153406959868078438619032691
2265,59375092317782676261376423925672294161695925263411570760378184260429840571887
2266,100313868809105804459881020422260649296931668086765837227533783695031590954411
2267,112802074911185346276567840169522089722034692251909573817085306197827124689441
2268,114539241333082352990227997445187369594678990507349734148730012063207044305730
2269,78276930806560236359246841236615359017398350162556498082499286743038938389
2270,8001990368253907503974888161639572188891767572813451622670694839655956639811
2271,28584203946981555032398159087450752170447474992093017401370561199814305020551
2272,15923782588494138764475096907029542638705287762321103384191970073750425085807
2273,79786231591780715297561183172359626547652308777307507817225543153103517618232
2274,33686545543115685595694517891846494899986792760692088404900543395518535456429
2275,54649161296613671167299677742430602197604344798987096164171630029390249574828
2276,29330515419705491669047308514217589366313461562457282776320945739073982578802
2277,52774493536010191153319236237858950592666219667753432430891570937441980340993
2278,111522409111480581614936858607592300829459719191349553349172285340664846361514
2279,58944332792645266769386171810472601481802159143325535835245721634474350718735
2280,103088467443417634642630841033363830653756064475401171316919327620730570574709
2281,52338318382688011950208184148687536238092522816530092649208188801561214435971
2282,51008563290827779622742669405480666489664574185334132792849795355584564707825
2283,88645525694513419105445478424365819293493911754246367472683552398818258741861
2284,59185866689510242530533130449781050607350663625085937148351547885252724010133
2285,31720371055586466695711610035331514588080135472979112672916493809461455762961
2286,1748444066304839730425988230660130794762834434910442554951801568718022482819
2287,47517882168682997761402314563686427512167392927762825247018356622941238677037
2288,18849870398173796938986044675585896522216543978040288895509238104750989665279
2289,27383079801117752430902749692508003896950661519915637136661645087220352312062
2290,38629064566138909688556362828901539356739676309590718452956567372825764763717
2291,113628415332922959496116130015750030090978633043553259701564184406683449628931
2292,108218668210011164648786313504471836816568852064973565516411446290630344121477
2293,53613052478484553728827984098919924680882192097804732490050915722677376641269
2294,32926568388037285380873737638463373108095283816164435315399242978671364315008
2295,82288287723623081608018593982969020411539012172332204555389211452295281921275
2296,29635652165090232507876884691393880532787788485591801682948095497792514980409
2297,80144643642526260450751973675707227458479489606996240465076102105422723030496
2298,83623423317564432716117827356126580598820192386785205550251532798166165286892
2299,83841870722406112204098534032089020686744574226021258541636273196930380670333
2300,40478936288096551523749767449108953371633932588706035102313386358362126898668
2301,62580859329161138682410851104619851390935979981719298800200798590980574968619
2302,110504016510138805666336972533561645542809591588484903339582830751774969084911
2303,60909571297215606522028905610020157691333178576382568161062963073319773726791
2304,95121818156702294015598929758929728021555425283637918440163671715148160467292
2305,5560730455153213619913008800512493927067325991073546026338272378986224656648
2306,51019155253871905781637828531527864755864178298190230294614979663161641029796
2307,89442352456169428138038735613725799204290344319077891225912180648909862543154
2308,76863024891534812439111573896045477895492762325032769784471679307796827743790
2309,67727988520933098642710416992403413341461931185848119505489603108126813706681
2310,110262302524296134247023416862589338250663006683191845494044819583680450077200
2311,4350764985946737552947841164464919738264905864856411763371095654833814228543
2312,108910384956464711973050559968324967417781337818700264524254315014523664857807
2313,92052637297218525138578414650083397017073224038046328656951219190397694446781
2314,33607589469784142357936628189814825592609314859435698154418700420795830073344
2315,102279007289326375901374183709614952610630997237785286946494987730544010163411
2316,72732168147526949645280672013823703604324672025000676504578031147789357349558
2317,95517592213326363991221237188814931730057477446302258764080663165158260402225
2318,13609683182542041043284881745542364482587005465270930088642154953595390908835
2319,97774016065744098493352867452140480864918119093971047323151203424592814042599
2320,114324914933852286715997006893467175512743230650142761376115926528793350449135
2321,44880510922652505484753443458447641585374659080221734987954290342045652137130
2322,55494396532968962792338420286069551425671377491347644886401328760383313237950
2323,17461479281286968839510501214667027365873715812220044395753113927884339953751
2324,94283108050529602065190886522929425799143918871618318715468376375558852441668
2325,104730338048888276030053522666062569287608689893936127259144814875704658667952
2326,87831600182059974518204644071955112682675578476403401482403013521495729419523
2327,3223487882484566332635895714964548781309625957387537766567651462865347962635
2328,16410929927161068201314653248650619213600013926255825388669989606958537432489
2329,113843257131939674037260638402337630753562865890609481776668743403845775142046
2330,111449501590798269079516924129834090195563066901065921354193745907135769896406
2331,110879686550148415533253486276742956483449702348281978563806494993174406609133
2332,82586969714552927048368287499359622806931432915924902361421061192385266257478
2333,53805621638018742655302427375010602900715499913371243937800265556928901762820
2334,92746467799925851447181112159005433031817262036260519215122480714929882154257
2335,81353292778860825459046594433424828518698490586625775265977758209852280371456
2336,23745876576885524871873640485982682983800591213060468916205205257238988331465
2337,14209111925991933923213174365825561264069434324310027413289182366247856240317
2338,61183263581498156018148725407816737210234585039356297718536946359088914044578
2339,53991729573763817565393875106591539913656967864353270198596458833027708712916
2340,22310026629254245862547019784247893543579581191445120999141955763585679585237
2341,47911161712091671457936241835149317949478507348610586688809196916560345561110
2342,81722682939988502393064531737773404634676669268138120774961888322905899837246
2343,109401193790433557097001511228873595829136756819956947640839941206278260953641
2344,18536496582082995686034404660033874568820717143514431362752165231245103916438
2345,48770636953473923268342340512101214991798705522897207565925774167629845084520
2346,83242201934275154739570992383853038452567779997007538658976372523007185659480
2347,32931712089510324412110239377209026929582171642107849157331203829403679768491
2348,15990753129313593163774399446398095514065518359855173926393817823579526724358
2349,84077890401211056553838079457694324293771395374738318753531446606221659662422
2350,91919169190369425360167323695053718874603677233508397321887519068758485871779
2351,103495746906532875437184387699994574038277207030460935644687289395692104041710
2352,70989892348635150227195048102923387513427710272221036177117314409406694905632
2353,35825606266597610477321723382231475945406606501527330251636619910455084615451
2354,31943589445809108581315318751631267202290892978753749875048836135671911745614
2355,73509476969242797784577594874307795411931456603367608175432680498594578514202
2356,30557736548262319081099886411368420978023514307201847626213730087024783920011
2357,29002045221994589249328394424320978080796970866326417315041396153420324332565
2358,25831727065356753715683133276975355800226593640279220360315682926585834587999
2359,12274979549095857467191750636356123517745050555406637119470111975956267739042
2360,60385501295159816603213078694269446532763330258982876455143876454318152889597
2361,43980279370108958900885949643829317857200563695848961769121260790276039911073
2362,74967411820663726676758643881716392779345725134815667670443287469951241953016
2363,16383337127319156660177631569464307916039658660167906349696902092271935885479
2364,14138141456258641175099093466180897675189539505368277165607308785181397040890
2365,86632523205315498596290743721435141889962433056930313126353490875344797590067
2366,99202533962647673951401754951101323562386882937579507226242459230129703730689
2367,339468699146687253992317218329673009653270720454397167989571051943876007263
2368,103626421856055036165939641741370733668437016192964389644868366606617213003642
2369,39770475371792261965472399900514962645887821239744224496271695773622083914538
2370,64182381006340085882040211288701403893760976313031070456758316679704762747338
2371,1762129583394368548068307960741733464092990140781549437023912273954921299382
2372,1034142213648983577158592524205639162774165256618784997016859988396395633839
2373,111794978138980170294102360849126321763508704215460263555585899768293043863194
2374,49810594022526192746397666975011535973513662701762571738521023450128641453660
2375,37207384434219051828947377208756665145290838848256201654822057161903756006212
2376,31606425441222590465616697242113730064106463629540487312400255553824762195781
2377,69322267712085579394159218334578833852997899073781244195326368961783160774803
2378,68048621626932080611773685643288966531601132881648579464531240031710463082352
2379,32406353840618013948612581627959819579622731122823881261593014154957494670442
2380,87003600939488061019492821984741878436150505639941684596790945234790835945047
2381,110191576706649240646490144981766376471168487480172406815005076563714359049745
2382,6204135087145241887962941459422793003437031341862637293510122258396720087329
2383,88217553747198691482790263467767482042232485636638426165443332123498454738720
2384,74459106499877665771441353918781986241759403536919693633346710615467975908702
2385,105947252170348262491182304882866793836511970923598980360453776136084398856067
2386,33812899902007011919834664868136948272285985896651481532247856282441299819056
2387,42640026447751633232422014985480053549661850135255480028810187585473130606284
2388,62876890920271632576268033137463107478445180986343001221036229152785373005159
2389,52422080868384133318551151405223134762841706556118777367885091039124802055318
2390,25479086814636481449827501729051942996817837235887181588797142607608015867360
2391,69268717995055765185311326829982650127447939648558746399616747608529657581276
2392,103171013224920632471991365252050506912343461668743950764527213508918726577306
2393,32764417417406977079535610208191506714313810918912453709727089553749427343379
2394,76145600041271357449512976521161746837622789943433909037761670554152979889509
2395,42746614538547335704901014321776474575114475642372671179825798361057314232822
2396,4062308213844439649880307732560817312322096672719648365623192580447378418485
2397,31078617099273987285412093895608997920889679666721696714815337678279609680229
2398,27473339183974132839319470033583210327143920572800736430728989803638153228653
2399,6299864878765631143078707284752659970288989347875513593575908631923594895823
2400,26657027554193815423898856124377533029573303261197269024443514696887763250520
2401,54881137043656146756443284069678280802414470487488656799783795992490586086562
2402,37868058822786865148746601941877906047367030451206064585604464787664306231806
2403,69608009186274379480267799004506122297965162783138523151975409957719715218001
2404,17718898941389554031641844254194794223153571013019502467836747642951357748603
2405,60922916714462188959975492305248213910449072719552499583673260344289991556811
2406,102583791688861071670417515931159059877829320515644725050911218080698113812836
2407,47574389101903232747691458738924702696767407470546276300497976303739048277815
2408,56518641758953419039874381338256837655271074943339236490041928214301084342865
2409,43906720446655651777028920641192637398531368486363970248508098794597529450178
2410,37141356862193620278966757768203953824879256247717114240914699021640930093886
2411,88362005574605275967926805490822211389395012122603118063965984933276807719228
2412,64082052232895205192082094841928467753940479743269597709250805871493995257870
2413,56456061084016157298070961474558768156191056667252091742868972260740111484043
2414,4178890728210026402668505312001851692999363258870849709824745550323498037268
2415,110622838079642688367670888004088134327915423572866982617213647177183755057553
2416,56094430565646262186091308307814886511417394035154873557520912404268299476361
2417,86218847238057272966020471849159987766857154709293435389557687999544157904590
2418,99312305638031277595918446931841471478459815928588280806076305410176898098155
2419,38309336987530946952679546194288828136372034338677822235226569457677548968068
2420,89609268759216384797803907414931438890396690808006704921157667956642628830557
2421,59819156817521075671206718975120898403036917956695984949078798412327155504239
2422,89564800607284393751466120299328907976135896567889091574325400595362936006414
2423,32498661441292201028983415497180739220644735915715132439323851025400638385625
2424,83379213637364785681276686656660643640761569495817179887263671379644163649978
2425,109707567026420998592245971440812968727207840939436226445652125958399390364881
2426,73042141511321333378434527280146140260618233234885455129279775646009037653756
2427,15830532513788572573652574205725846584120811511357747641764401906703021358915
2428,97201414730909177226711925970217415794527942668332734062442590316812588144676
2429,70589364034118046210700529622364391904322028779092355686203593874104865125178
2430,36457611068327349976629551114980562698847733414377201985919498356720156738230
2431,28360098124397442764627210582710871897212552770422647067162165645242340745643
2432,25637839259836155014138304139667424075762209979701891423813398818910834823451
2433,37795250338423491026533650227217503014253358538173035143249124812829417733091
2434,102178333186431666171212988739307816221645567725351665503827592786421602493027
2435,45541332121866995942666487748175748679906778949550096186451784577356527466480
2436,98118526820725386975273408625859984266923121654422972600956723937410765286502
2437,66595190519462191410961103453075535206443631473587790876410682391406260458429
2438,17809484241792125469304794618968893703954364879957673162858487994252814174591
2439,113030964515751662307884460172075226372475329162401154902122117670063224532150
2440,34446317988993932536689208465552545800194430013226359444367204092375204875901
2441,1986142468308454480782367209306590096468316743220589926377107948789389770472
2442,102931040959649636751083779075391676268926945859723878183575411357063132506989
2443,31156104557512848473917185263048506611938177499144741030844584524055498341794
2444,25452673225445776764823355281732252858826427036675527517267929301102882388249
2445,35707731038520989005853113338105729932065634272946077615728334338184500809366
2446,10631567096177376469702009369674040039615810617405672159850729171741871542736
2447,43972030722042470712229101305268350968133957918706601643239025214237511588838
2448,110832783061743300982611099338388978421692307973708881721894582704599655329944
2449,111274145802473666264596709528434866492562875834919711324290676274802693903980
2450,68229618970686850749128082374733397898653916005666604810553676840636649144393
2451,63302005937757841558862390514329442426660989664473869920574130350160300377111
2452,39508620075814209300315998248018459436887587735410309154477629426559742396766
2453,47980782586357374856200263623796137460013919063244324327527363030236593166436
2454,54464269718589959540473123795982261764655025018415581187998894962701589065635
2455,6965993243726777675341373306251127122427351560593346275610425534452296937603
2456,78308801067270670103289031186957248728621051677619716734344195911818144657086
2457,56501275712530183653300246655063495900944568577819348406283790685985013143225
2458,7473829796845492857960465032358740353386654389391227725136723850659747910730
2459,75279880866598639625718994494960601051501256815111045638835725314722024105596
2460,5353477411324953805697017006952186704487801120215308720656904139341523131421
2461,74669285491583821823139844987602184307803597608972906757133965422562742137459
2462,1759867018993011220208445509226108302846378833034131863122518486577968514101
2463,97737052380787754483949420794023385825836185137807495342177028223362947037339
2464,73190600215688297955122203900608002818027988770778997949193010414892796032180
2465,113758068199379015682151342626313563006974767067525810131007149479493765156839
2466,67013011168251814248815927499615359814123095333757468464614835537326657044758
2467,2304654269572327254531778766764493804615302970625042251660593669366316759968
2468,25883730024887235963091518867236088102646158502972801874668873362586252139506
2469,39467718401465898356035574920192003946009469807875268887585178633295086480814
2470,6370994327616394195453223091028007038883793969255214581219189440053750831203
2471,67028370540940469479141454714773949719039008006762112704758994978731563147150
2472,73408605526606879042391135868156433559418546402374859676587700285820414318604
2473,49230880291511630910721709702943555562120195412839978015195594245705911902786
2474,107459523427391793361392202352937039296654974779862135847130594267678102447957
2475,21222784942458942382745489166218382167926332056750387242844828234676222309770
2476,115172291831351099324556962558426752494569653741275513722299782497523325123286
2477,91103999572262979474755608731674458348165472975063231253760318876495614061797
2478,63864021640097375744527780781673173327162555552317530929171562137726403506842
2479,20582175513352819609846877923656838107741735562178260163777488721360150152392
2480,103493916019553488691314217115696715724157928120283619282630078598276136107908
2481,45579247339160135577315732957645936306590624940530900101628357185537493434254
2482,72162654536692466506873400577681662431080055182239242375777964536177508778951
2483,22392935404632177916980148287110375647545345124803791224060780629357213287539
2484,31449338860523443466208552385414586727947555304243468923882264629417291343114
2485,97947045637551308103664697495562500148932517825278441021113641334501918472367
2486,48636719987079562011564234667042285120708034960742758078432530787380531730984
2487,90921472767382354308235972535037705071298300135663118320849256914035786010009
2488,9804334837518051988662578082184132616101421123196472050670640569981322678415
2489,24599049059672389473501248058444214280254806402256170097857215051571620088461
2490,10468692774684599351273902353863972166815270591224602479677065653013312858356
2491,53665490847741169195213554774475902542963727956302132450156107496215761985039
2492,9162655835314111875643969431133274351555009596321921087582461475892518345973
2493,41479218646324243649197356313793988872611317337708515398277865402899847946386
2494,21148371697536934747642231060411604877057283861024180035004393209604649215957
2495,15898491547308974331507503879355156606484858539176948184789030756279768429729
2496,13675808171269540615002329174068398848396581795205806214965418209846107406547
2497,25799203208013580895402010277901686648657273383500145029742780077197082563551
2498,66716670135826481306065967944502400114402616798936064011570454161677044640910
2499,12435639596387205754747329340037626281520842946301755828831143126260864832652
2500,100080219544341057431257955482538935703834906973924134684397631505462689780685
2501,62965992068000688858214830220821196371479803150082039189366040184241273570478
2502,112588311319929645989141289787206456911395902122133689853371746222691690495996
2503,63977942155381452545751422023686690012578811719852575688478658565218267594960
2504,105046664992094418556415396417074615142840285780389212043140175965460911500304
2505,65570859103205123113950615752930360713494997466757495427472517869712867470524
2506,52983013247444717856768576260485089304129179667950958774697298618979793193792
2507,88784918234273690184572841673635546038412155764190948254293582529645742113654
2508,36262553344109962850904648722781400615900980529188862635759537669565018282271
2509,63215241396391855076366302669178294355601447307741576497558946764029895535802
2510,321235161249391190751531739269743817737808939268156254130464833828167904584
2511,53506502939725730567939782746355740238435887392324383137246688762242325862606
2512,29748081283115586702946015728201662679409142992913576698650294460920005950905
2513,83401984475327189325542738659563318282397477103392276569293171079467069629983
2514,98369173115202470757864121117567545940145320997186901659309255108379117747098
2515,15477541400370814970205404596469244701039696611845853122534844473071764662606
2516,50208879976270155745518126671604360480465243523141017038109002943775487287900
2517,19928567272463611308999587158065779924044563118016385101232584202499897249820
2518,34346110392170885322391498856247978120298613711705039278683216560330009760876
2519,54197124650506433032110873256328622105266853428435938266625869929187993906145
2520,8867818193771560440360790737886408927816491194247060760361086906973421252560
2521,46723831731095764651314929953777272886366890376696219830263358330356087268422
2522,23175196046819631717026987500729127995092689381497964986822273673522209677909
2523,20966101113149474754637272870721367035041063445881368703118826470401984560617
2524,77324532254340751175152409511353584756385332260137208692850810998964484254250
2525,69781471033079660217599940310606329523395948903864364225350100838642897694487
2526,59268218286888940576143264381192909197123292863543202583810813568042144970211
2527,27117769002703037972626710584694168850240309073138052467329577254856944515768
2528,70899742467094395664394395106365498983364517222491503147944702780317209444792
2529,10223733084915896195669321005266899915150792908438228657447801907406358985939
2530,46138205219610656530180629575964637852545644798090610898457766780529196557271
2531,25297721461351529570634737402973976124787553127692036383747465752103200442333
2532,92968691985972496006795880243954613688996514516793357640237340738849289550956
2533,10684480113457363255338339048297414506186770319946463625943051380525298188186
2534,45335327054072513349064249263614931228966149469684456322646941587478552744211
2535,97450952317965291841742711982139775916541908423529993399460810274752495016918
2536,75822247168870734042471406288722289922627384978671986643266947777229633064838
2537,23598471983682182548441351374816770083566932268788744059281611977986164611303
2538,45424957511248231970542477901038198312752116993418146080656015597887742088396
2539,63205328666283332770527850111179924148042763102332458496342716101732178416274
2540,35278947139156117522772477586196478150515319457274930154685467134490290878624
2541,51415181459936517434309185446658410160588741742342155063890480463764815144747
2542,36848602897313537552424332769394660978393400552622205929355600872535235655227
2543,46615013597817692177675804289434634784606043783902495590100585032338370734931
2544,101492831685909698913180100595896422533925679847259721866024615540636747090443
2545,99140230149852830273126493442581677295920435000592109352898433003464524902190
2546,23726335081099888502644246629562598221381146006563516986602183626857511347892
2547,57587173700525945203145468885969848336777692880739014668137508667318922739837
2548,55828935213873721020996580542462198170005766656048962481259733641545870403314
2549,28522708016273085320586856035338415664080625723440120659936372044346706242720
2550,41203885593326871569870915363703648600163256881381103508858353976831810796071
2551,11600044808599513630011564715448517590558833637671283282987975196325334935043
2552,5428614888693165299230978925487044646501101130853802185203102275993488998120
2553,40973339815162032334452794313786098612381866065735304620017676870991329476438
2554,760224752054712451971524445441913145280222682741385991171722766069855413061
2555,26120795891818568821535965951209136611010843163917211470561155043102948668805
2556,94136688742260817182687963111222423540226902523338682935443515820173557380934
2557,39209840836208987431871657587184232820922658623535139879362291331943942812915
2558,86062428290690403502639582408433808874480781872351879397730814178355375966255
2559,48656715032948879296354180630541718849164897111761073724948794602648887416949
2560,29534881692237441376087739886066053672377952971175383370129550140583346972408
2561,67683543690755961178398635898852106752223678354794850365311724497346626741385
2562,17557284121768918113875458356041980360995678099531342564540646165128567390468
2563,78978324514680228966702308673282264679481536479093359658097529332012501596632
2564,93892245847969044308609958777429977932728320272040454171304220920597810246257
2565,101103211753810702003206660490558629275357177287872761693876789725418570858162
2566,88836708683608605039812096164338982114662263557517248526985082319510801427889
2567,57772539689667286301008050869270090281770091766921699524209449340947952593513
2568,96701878688057076536668944692588083011842243660495809503465212084356722432008
2569,103583764311510960952844531585750548541142933029302366050026318036183150674030
2570,83891294106246893040429270094980409550190348613625255633502833903169596334534
2571,37367140570043136968883219768840705278719471767448862328063804312177453070390
2572,76105774706045293814150208654332325505409802234231837434323002443221342776490
2573,79114721777766461221194655604381308970545973747662171901546314444724360327264
2574,19167597278097723113124140208450593654800812643728452129031033443531811581486
2575,38995555195512361106411494592881578831764462639501568200770269673259537054401
2576,80630985206245975624383376808657282390206754527271849638728346255544049934903
2577,88031014995068183212796464627482562186416733993456123847078259824469240468338
2578,29290763165568489120459063699195721729109159210297271116073682287377697023570
2579,27364694988025129449083993115986106512324891129545476444558905411897388344832
2580,91061217660926442540670741985661752207323656893627236540357167771221566254621
2581,96488435772444340539786189674235099453788638674591996226425638112774998200327
2582,58560772501575558058650628294806363559865083271085535907727511520500313576164
2583,106509413066882101311729276862559782197590741031184466553852993751261769734886
2584,38734227385554169739488825707903765432331460626821515047380841675026368615222
2585,38394262062833447274164518105639171377366367233919915450150726592911821371431
2586,49510566747149109866377252872146169818596302791766424637051600476308213464447
2587,43070559539651346532504995724784909215362450081366162806132975923660637026560
2588,66311073324644452823872950687807773842651955663135707881015999124481273571416
2589,88886405553852735896732212543587099983964867346539909750199598841742257587150
2590,77539978024416073912386016508461037243697687081941133727566707088918226158362
2591,42740770228712054495327150151812337045633083889543731823695176184748323857847
2592,104780191763886892111782500269505953497413620730542583335263036299057888809029
2593,107177574267074049734832350357313853002270382787802368937728490089346528106436
2594,110383733581034115936818109548301378271999407514693269507198057800839480343850
2595,20813640283607176941962400408120006300870378725469728621258840357824065447029
2596,107342549668445859632313534129777569641832334352831804607700270401987626221439
2597,18059112399855738038380405353365010235217285191104474077565594421713881523493
2598,22339619967169290122567813323650941643513786346549778679419037179136205882624
2599,20288712961594653047042975875864838427249119979075708819601441447033739680150
2600,13742954681065653739924285521099106281044535663987100719773790188200664794140
2601,57315341143059337584454108800661634348407024167629971151127893694787906401996
2602,45002577174056530169711522348610578872434541068311064549383524464655403084586
2603,103171683645543962658356781987426726082490426890530911346604455063431285052305
2604,73327743994042887762510977060263674589504627175531343389550133476280814646948
2605,10766804756310132056141832831819968118359949994426828803752937967028675810622
2606,112568883272171122353849605066669097051895278552613505090623836355197411412139
2607,39596914499346020182765282063251373511261468239713123040658690270547915205681
2608,77637053819129705215162067995653293630538200831661781979622144652365287508334
2609,25646109107484407863628150417264505889484245905025048481146434282956582444295
2610,89620914037032013030955205172885471093235561379125847505406211289481091309006
2611,55479487956443434444313716799341024705852938000540576053586269711224341155689
2612,114296786310658584510277131761068279568372991517864905400494904134047469091483
2613,15831805716214490683172752244505105560136836556861547705483730458079249449272
2614,61099514985261263881297231910912744381701822642147336986553761015813336043246
2615,3376125723115829598103771869890842983629745193472967338711736198539098302027
2616,32061618590252700248021439623055104830003009946402417430062322247776538262435
2617,16360481781193871214702263133994583560688845393661327496011916414899595329096
2618,97210252399248669498609399322320120034235261056045246900037641633640172368642
2619,65476983552282116090558783433570849252123738551677929875132440923397635405731
2620,102935019444906357177483715827460816677823348906169923316021280861879291457714
2621,13966985324607060090262336307406321597129883005678355224603949928191014507887
2622,72720047454914873376350335530271612254264176482282501789485554823038708568084
2623,78139209324688298465836233234410970457573746387647531161914274448887883052689
2624,113586587158428608123423637826495346110737930792314207496500893638597392017478
2625,80773618637682721057900171617947466560452785647148285803085050721881542762860
2626,106655572316458359635457785694498731205104791854606260848659110537556033262854
2627,26209427175400540449599372937041938450289759573242002740735503099331416948046
2628,85864027137624392140549599565433458913282025224111491246740751318501586758806
2629,33468347213313143012188932566386861991576346522480000451344649170158882330831
2630,109272435689665368956617183666362876117852688167119031181354436965665204743441
2631,98880750789951807135204787592537196255755960170577529934190072118193036079483
2632,84215479444298116955573834883285141848584549440702854452204366030202189341680
2633,14847204557538536043567761587796390798976341738294175188300907062988626219174
2634,86823705387380383660297712378631173286008004801093779919145233128799953980888
2635,59035956318812665245368542807132784199890119158633271738136149067595455465138
2636,69809042034228604549196708691479575275071956362124896224573969663617090348530
2637,55465779891795249273837511404406980813663571656897778631176109528775932913095
2638,55708657989635406557696501407624446317810148250009000697860011964428558083392
2639,57140516931511403349877728030172300990514972113454066213912414212010639316736
2640,108115566357021437856781973241624877909668785003960045152257729427714253823232
2641,70782530746076258863158035478964904171773670396953857062418679620567131685380
2642,78672339553724012171871630805696786844817365718019400156847098427513526854544
2643,18884876311722512069521214301211580930661490721160934958308887849908659630534
2644,112700289250954380133615250245635555532264364986153352716691953639937386154842
2645,41506377418579369082383160019441271925495574148789244641730324700075751270016
2646,78563960609064431670324676601988341262413457210132460306848567541207868879066
2647,27686625904710511634353776561900933062346679058104723272836175345891176178750
2648,17498289799090259138777927206158189218734668240058259303043363535644250598097
2649,63630059942422055773158500470841323664245857559907155253641509805851999191806
2650,97618781458961240033081877390133577192470175797028540240748547732102689182468
2651,93927203816857446125468991433154810720211173563753901825311677500985190164809
2652,61321383430944737934173908327459918202456395976319443753863975175124890401480
2653,64886126437302119204808491520180995936272705995007547973066302045249103273202
2654,27348010355523827108355347339871449036396972602876814686535457736629630914918
2655,2692395092634310379833909337586232181214141826017126512703273925879987077605
2656,89791116389982515464841266785481918993072491652312436367393113176993027967517
2657,8829019186459679126095797293748349344502016298597525861595678325615574209084
2658,18749704611906622762544792458075622671856482080974541958669738668213483505286
2659,44681755532252949865433777599194681561370847426312010103847874013167627177504
2660,55244841075615284327023316069581768923159926047529362621221926625128619531389
2661,39902656292626342763959480283709155536905576497018963511333101563232350614137
2662,46155649891023289682666280483229608480912290038629902862311717772420375971817
2663,108058237179283719106208884774681193600679765141650691540659860197402088257123
2664,4400617307746266308998482512088683488111644025319095766206980319125084899519
2665,32485150956186516866021072407093468241226179506258848203510167627148065579867
2666,93332667340733796858305937974864385243208019545578798641450268566828107189430
2667,63091797488519563625694171458093574349368535025573346750294655476916398668645
2668,94132391973252756048503041617462436505676317285987912420158993928769187606277
2669,14138805987187636805432960665432895353550495800957113662753111526758649642988
2670,85065324731260520936944411592482329540313235281793734430918805158198659530063
2671,9378472302867256422099967770783601610522195554199687746681761762523894903683
2672,70252758393836945127432407018434014845231670630010697111305324940447275936261
2673,73936045820778318685899056812731047915828677559526294209939223535402492487790
2674,112952882758361238587798914578568744055050873392439094826567768356973235717699
2675,1723292747154741242899274929705245531292884504055379372831779262286391424936
2676,96800295892639118269217128724201896557207904679967974343477910527404703686431
2677,97376056347760995531391318765170411225995222950687472250617207877089116674074
2678,98732798005760384044851218775116458242052321593416861881686603832676136462146
2679,13442171169118636597409778080381062349514479610616481594149025532315305937443
2680,94632922851107614828643249266869417814847994288964175948979792808811743191720
2681,33878913978126062093867547307729410429326138489859065476328214742054090402923
2682,82710601952798372544099565653649186573797532284603995103848159525778461146468
2683,108344890086906471941415953295348314888243181851703441904289627241981817041117
2684,32232261556936557549247778356252200054076390045162312750010382982174319121320
2685,39775650406536929078389923022159206740572265447799709316171689437292577666847
2686,56762082378802200448657207195442083550611888722058373244829144464729454539934
2687,86867929671350595337666971388408849811417973731508350445090314659167374363909
2688,56683476202503323864103322404174839543483828175028423234788298070451134255090
2689,8598044449407136989428935777538628959644227225450756341290963468216303364484
2690,38184809875042456291047034534630596237435648284220436890420208091312468873229
2691,72660525564011077809002605360097009082170498041061488739101974853302183011568
2692,495167176115384208426799938918271171801597535199769160775428989109252911133
2693,102465597444872551705223047867480916693165850927665722630693743800908686470616
2694,25446216422223399955572138255098989396494068220771356482631269539159145870269
2695,72707371867781947753775071618319271228469251938827838715524121080266733010266
2696,97598729706710368147569367836416452138872286501787664874882325398024594253227
2697,115400388206895457459179575044978812724727314010655805900563669186296588359909
2698,39510418528095663933903340550806029098756318831998348383430508361611832527690
2699,37814747865159514743876293948655647784037249516617505226454023999130118304731
2700,40001595646890237017319853105464045760145030980612264490866928848816954022345
2701,30100411302419957838686048212951140509287364798686012811321000422025995839753
2702,87415885529204367422824058193887164034864806001752388454926447774950280539418
2703,74837335956448471947506400810485314056556996215691192437308796137349084483772
2704,71685694573579260121158182533294847774129473631755603553313341819829057132861
2705,97970371263554056506915209428253118832913005981294065683827553835079058240072
2706,60449514155878346565433686041820673018680790979764632503325008901869097202283
2707,54001105471300361023293720702404419172267091970358422251721210075180150348145
2708,81177384218603043264655944298318708877822379666466205959711961423190664123655
